employee,VOTE,amount
71377,101,"86,000"
77251,101,"160,051"
78244,101,"158,413"
729733,101,"97,233"
730063,101,"1,084,911"
735698,101,"94,698"
789725,101,"118,326"
797490,101,"29,600"
797759,101,"125,395"
797863,101,"138,729"
803066,101,"98,232"
850291,101,"83,241"
871239,101,"601,600"
871848,101,"1,616,597"
946797,101,"129,078"
953332,101,"97,233"
953400,101,"92,100"
953539,101,"158,778"
953557,101,"96,400"
953607,101,"96,900"
953612,101,"138,729"
953655,101,"121,683"
953666,101,"96,917"
960161,101,"1,228,000"
973042,101,"168,701"
978668,101,"113,333"
979181,101,"98,232"
979187,101,0
979419,101,"92,300"
980060,101,"35,200"
983331,101,"99,090"
983347,101,"100,139"
985421,101,"97,200"
985817,101,"97,200"
986180,101,"157,668"
991769,101,"98,000"
994844,101,"98,000"
996306,101,"100,139"
1002397,101,"97,806"
1018835,101,"490,300"
1018887,101,"328,000"
1033611,101,"168,944"
735967,102,"172,672"
736016,102,"489,631"
736027,102,"539,334"
736031,102,"552,800"
736068,102,"122,500"
736076,102,"42,400"
736135,102,"102,796"
736137,102,"287,207"
736160,102,"131,122"
736181,102,"396,533"
736204,102,"245,733"
736205,102,"166,993"
736227,102,"285,509"
736228,102,"286,140"
736238,102,"113,333"
736239,102,"30,695"
736243,102,"175,600"
736249,102,"169,147"
736283,102,"877,900"
736291,102,"300,000"
736297,102,"146,607"
736300,102,"109,800"
736384,102,"59,200"
736392,102,"184,500"
736440,102,"143,513"
736441,102,"229,253"
736445,102,"245,300"
736462,102,"114,407"
736463,102,"27,300"
796795,102,"317,113"
796821,102,"628,800"
796833,102,"759,031"
796843,102,"602,326"
796862,102,"483,003"
798711,102,"181,500"
806461,102,"243,500"
824581,102,"53,400"
860677,102,"145,379"
860848,102,"279,700"
860861,102,"232,100"
941880,102,"303,929"
941995,102,"178,800"
962510,102,"709,660"
962544,102,"674,100"
962547,102,"592,500"
962549,102,"755,400"
962552,102,"755,400"
747780,103,"253,555"
846284,104,"88,936"
864011,104,"118,554"
864022,104,"126,050"
864056,104,"115,300"
864079,105,"285,067"
864084,105,"609,590"
864094,105,"280,759"
864096,105,"300,925"
869238,105,"201,883"
869429,105,"377,760"
757689,108,"135,467"
761254,108,"226,562"
864857,111,"1,200,000"
867890,111,"138,947"
60900,112,"200,000"
71275,112,"311,930"
77817,112,"390,387"
77820,112,"113,586"
77837,112,"295,368"
80407,112,"311,900"
727314,112,"142,671"
833744,112,"100,000"
1003423,112,"89,333"
1003425,112,"209,556"
542922,113,"151,247"
746455,113,"95,585"
747487,113,"29,600"
761566,113,"33,200"
761590,113,"49,000"
762228,113,"27,600"
824353,113,0
826742,113,"94,000"
828682,113,"82,600"
851160,113,"85,470"
77704,114,"147,648"
77709,114,"167,000"
77726,114,"327,759"
78541,114,"254,800"
80125,114,"193,833"
80380,114,"155,193"
726937,114,"21,200"
729145,114,"197,600"
754238,114,"198,533"
954574,114,"111,187"
981396,114,"256,000"
1028653,114,"336,585"
1030788,114,"126,579"
1041040,114,"322,000"
1041240,114,"339,993"
77648,115,"314,047"
77650,115,"210,234"
77655,115,"485,111"
77657,115,"59,667"
77670,115,"434,300"
996657,115,"67,000"
996664,115,"124,833"
996670,115,"107,600"
996672,115,"132,178"
1041216,115,"132,021"
839652,120,"273,617"
839722,120,"113,329"
839761,120,"141,643"
839974,120,"204,102"
839975,120,"105,094"
991923,120,"133,456"
993198,120,"212,838"
993237,120,"203,322"
993864,120,"120,825"
993907,120,"194,599"
993917,120,"205,640"
993923,120,"194,648"
308982,122,"174,600"
14104,122,"217,668"
14196,122,"478,398"
14212,122,"25,700"
14214,122,"198,508"
14310,122,"232,741"
14340,122,"68,928"
14351,122,"264,475"
14353,122,"253,000"
14362,122,"406,825"
14410,122,"127,287"
14509,122,"182,889"
14535,122,"120,847"
14641,122,"560,333"
14736,122,"487,667"
14808,122,"32,900"
15170,122,"219,500"
18291,122,"147,400"
35544,122,"256,526"
35561,122,"343,488"
35625,122,"50,000"
79812,122,"597,975"
221812,122,"30,200"
221823,122,"604,167"
274448,122,"202,525"
308958,122,"230,000"
324333,122,"215,760"
458510,122,"173,440"
676211,122,"223,734"
682313,122,"254,224"
699918,122,"241,017"
727914,122,"233,852"
735519,122,"353,242"
751622,122,"30,000"
751627,122,"80,000"
751636,122,"43,984"
751637,122,"50,000"
751638,122,"170,000"
751639,122,"288,063"
751640,122,"181,111"
752396,122,"257,639"
752399,122,"40,000"
752401,122,"100,000"
752415,122,"80,000"
752418,122,"246,666"
798049,122,"20,000"
807001,122,"157,300"
815352,122,"99,380"
815375,122,"249,167"
815387,122,"242,134"
815494,122,"60,000"
815495,122,"243,200"
815503,122,"178,458"
815526,122,"20,000"
815541,122,"48,602"
815626,122,"293,000"
815752,122,"281,286"
815753,122,"145,190"
834113,122,"296,491"
964287,122,"285,833"
992054,122,"245,358"
1014833,122,"353,242"
1055154,122,"278,224"
17326,122,"250,000"
77362,122,"340,000"
77376,122,"340,000"
77433,122,"150,000"
79481,122,"125,700"
79968,122,"232,892"
726036,122,"340,000"
726507,122,"520,000"
727266,122,"50,000"
727469,122,"340,000"
728560,122,"520,000"
729002,122,"50,000"
744378,122,"336,989"
745361,122,"179,794"
746149,122,"340,000"
752536,122,"100,000"
756258,122,"340,000"
803411,122,"340,000"
803417,122,"150,000"
803420,122,"100,000"
803422,122,"340,000"
803424,122,"234,000"
803425,122,"50,000"
803428,122,"340,000"
803429,122,"100,000"
803430,122,"322,506"
803433,122,"219,000"
803452,122,"200,000"
803454,122,"200,000"
803475,122,"100,000"
803488,122,"234,000"
803490,122,"228,000"
803493,122,"223,000"
803496,122,"310,000"
803504,122,"50,000"
803508,122,"340,000"
803516,122,"234,000"
803517,122,"100,000"
803520,122,"320,000"
803522,122,"234,000"
803529,122,"234,000"
803538,122,"234,000"
803545,122,"234,300"
803549,122,"150,000"
803552,122,"50,000"
803553,122,"340,000"
803558,122,"234,100"
803561,122,"322,000"
803565,122,"200,000"
803570,122,"340,000"
803577,122,"340,000"
803581,122,"230,000"
803585,122,"200,000"
803591,122,"100,000"
803595,122,"234,000"
803597,122,"50,000"
803611,122,"234,000"
803615,122,"234,000"
803618,122,"50,000"
803733,122,"200,000"
803736,122,"338,800"
803739,122,"234,000"
803755,122,"234,000"
803763,122,"234,000"
803767,122,"100,000"
803770,122,"340,000"
803781,122,"229,200"
803790,122,"230,227"
803797,122,"220,000"
803808,122,"234,000"
803811,122,"223,000"
803825,122,"234,000"
803829,122,"200,000"
803833,122,"100,000"
803847,122,"223,000"
803853,122,"150,000"
803860,122,"100,000"
803863,122,"520,000"
803875,122,"340,000"
803877,122,"231,423"
803894,122,"234,000"
803902,122,"234,000"
803910,122,"234,000"
803912,122,"100,000"
803915,122,"100,000"
803918,122,"50,000"
803920,122,"200,000"
803926,122,"234,000"
803930,122,"50,000"
803936,122,"337,000"
803944,122,"223,400"
803976,122,"80,000"
803989,122,"223,000"
804098,122,"234,000"
804105,122,"50,000"
804107,122,"300,000"
804116,122,"400,000"
804118,122,"100,000"
804121,122,"234,000"
804124,122,"340,000"
804142,122,"234,000"
804151,122,"220,000"
804154,122,"234,373"
804158,122,"234,000"
804163,122,"234,000"
804167,122,"97,433"
804171,122,"340,000"
804176,122,"234,000"
804179,122,"340,000"
804187,122,"322,000"
804203,122,"234,283"
804216,122,"223,000"
804218,122,"234,000"
804240,122,"200,000"
804252,122,"340,000"
804258,122,"234,000"
804260,122,"100,000"
804288,122,"234,373"
804293,122,"234,373"
804305,122,"234,000"
804311,122,"340,000"
804315,122,"234,000"
804317,122,"340,006"
804322,122,"233,547"
804324,122,"234,000"
804326,122,"234,000"
804333,122,"234,000"
804341,122,"200,000"
804346,122,"340,000"
804349,122,"294,444"
804367,122,"200,000"
804372,122,"300,000"
804380,122,"234,000"
804387,122,"200,000"
804395,122,"223,000"
804400,122,"200,000"
804417,122,"340,000"
804458,122,"234,000"
804468,122,"184,000"
804476,122,"50,000"
804479,122,"234,000"
804481,122,"234,000"
804487,122,"200,000"
804495,122,"234,000"
804500,122,"920,000"
804516,122,"92,400"
804521,122,"200,000"
804524,122,"234,100"
804526,122,"340,000"
804528,122,"150,000"
804531,122,"150,000"
804536,122,"40,300"
805036,122,"520,000"
805037,122,"477,778"
805038,122,"520,000"
805042,122,"100,000"
805044,122,"231,400"
805045,122,"520,000"
805046,122,"100,000"
805178,122,"322,000"
806978,122,"100,000"
823007,122,"234,362"
827666,122,"200,000"
830326,122,"234,000"
832913,122,"234,000"
832918,122,"340,006"
838960,122,"150,000"
842870,122,"340,000"
842872,122,"100,000"
842873,122,"228,093"
842876,122,"234,000"
842880,122,"234,000"
842882,122,"234,000"
842884,122,"100,000"
842890,122,"50,000"
842895,122,"461,667"
842902,122,"50,000"
842903,122,"234,153"
842904,122,"340,000"
842913,122,"328,000"
842915,122,"234,000"
842916,122,"100,000"
842918,122,"314,000"
842919,122,"300,000"
842920,122,"233,700"
842922,122,"150,000"
842926,122,"328,000"
842927,122,"340,000"
842929,122,"234,000"
842932,122,"340,000"
842933,122,"500,000"
842935,122,"234,000"
842939,122,"234,000"
842945,122,"300,000"
842951,122,"230,000"
842957,122,"180,495"
842958,122,"50,000"
842959,122,"176,000"
842961,122,"170,888"
842962,122,"177,357"
842967,122,"50,000"
842975,122,"277,000"
842977,122,"174,335"
842978,122,"50,000"
842979,122,"50,000"
842980,122,"180,495"
842981,122,"180,495"
842985,122,"180,495"
842988,122,"234,000"
842989,122,"234,000"
842995,122,"500,000"
842997,122,"340,000"
842998,122,"248,700"
842999,122,"340,000"
843008,122,"340,000"
843011,122,"100,000"
843013,122,"220,000"
843015,122,"340,000"
843020,122,"177,345"
843021,122,"180,495"
843022,122,"180,495"
843023,122,"180,228"
843024,122,"180,495"
843025,122,"223,000"
843026,122,"480,000"
843027,122,"340,000"
843031,122,"50,000"
843032,122,"180,495"
843033,122,"234,000"
843034,122,"50,000"
843035,122,"228,240"
843036,122,"234,000"
843039,122,"230,000"
843041,122,"477,778"
843042,122,"340,000"
843050,122,"233,155"
843051,122,"233,000"
843052,122,"50,000"
843054,122,"100,000"
843058,122,"37,000"
843061,122,"234,000"
843062,122,"200,000"
843063,122,"200,000"
843066,122,"100,000"
843069,122,"100,000"
843080,122,"198,542"
843082,122,"150,000"
843084,122,"226,033"
843088,122,"30,000"
843091,122,"800,000"
843093,122,"340,000"
843101,122,"200,000"
843102,122,"100,000"
843103,122,"234,000"
843109,122,"228,000"
843111,122,"180,495"
843112,122,"50,000"
843113,122,"180,492"
843115,122,"30,000"
843116,122,"180,495"
843117,122,"100,000"
843118,122,"50,000"
843119,122,"70,000"
843120,122,"180,000"
843121,122,"30,000"
843122,122,"179,643"
843123,122,"179,600"
843125,122,"180,495"
843126,122,"176,000"
843129,122,"149,787"
843130,122,"180,490"
843137,122,"222,813"
843139,122,"340,000"
843143,122,"79,100"
845293,122,"340,000"
845354,122,"100,000"
861939,122,"100,000"
865208,122,"200,000"
865211,122,"178,800"
868861,122,"340,000"
868900,122,"340,000"
868904,122,"50,000"
868908,122,"50,000"
868915,122,"340,000"
868927,122,"195,490"
868930,122,"234,000"
868932,122,"339,807"
869064,122,"520,000"
869065,122,"234,000"
869066,122,"337,990"
869068,122,"520,000"
870914,122,"340,000"
870922,122,"30,000"
870945,122,"900,000"
872930,122,"500,000"
925839,122,"200,000"
941593,122,"220,000"
994649,122,"223,847"
1024266,122,"234,000"
1026698,122,"100,000"
1033592,122,"230,000"
1037582,122,"200,000"
1037585,122,"225,000"
1037586,122,"100,000"
1037591,122,"200,000"
1037592,122,"223,000"
1037593,122,"234,000"
1037594,122,"150,500"
1037595,122,"230,000"
1037597,122,"230,000"
1037598,122,"223,870"
1037599,122,"100,000"
1037601,122,"223,000"
1037602,122,"277,000"
1037605,122,"223,000"
1037608,122,"233,407"
1037618,122,"120,000"
1037620,122,"337,400"
1037623,122,"234,000"
1037624,122,"220,000"
1037625,122,"234,000"
1037627,122,"234,000"
1037631,122,"50,000"
1037632,122,"234,000"
1037633,122,"223,800"
1037634,122,"230,000"
1037636,122,"221,527"
1037657,122,"100,000"
1037670,122,"50,000"
1037685,122,"100,000"
1037698,122,"150,000"
1037699,122,"100,000"
1037701,122,"229,000"
1037702,122,"234,000"
1037706,122,"234,000"
1037707,122,"221,000"
1037712,122,"223,000"
1037713,122,"223,000"
1037714,122,"234,369"
1037716,122,"223,000"
1037717,122,"100,000"
1037718,122,"250,000"
1037719,122,"234,000"
1037720,122,"234,000"
1037721,122,"200,000"
1037722,122,"200,000"
1037725,122,"150,000"
1037729,122,"234,000"
1037730,122,"200,000"
1037732,122,"200,000"
1038797,122,"234,000"
1038819,122,"223,000"
1038823,122,"150,000"
1038827,122,"50,000"
1038828,122,"240,000"
1038842,122,"50,000"
1038847,122,"200,000"
1038857,122,"223,000"
1038871,122,"234,000"
1038879,122,"221,000"
251655,122,"197,074"
278843,122,"264,635"
416497,122,"40,000"
704402,122,"26,729"
750393,122,"187,587"
750394,122,"194,587"
750395,122,"195,593"
750396,122,"193,002"
750397,122,"140,000"
750398,122,"50,000"
750400,122,"193,269"
750405,122,"81,000"
750406,122,"30,000"
750407,122,"187,587"
750408,122,"194,587"
750410,122,"50,000"
750415,122,"194,587"
750417,122,"180,000"
750419,122,"50,000"
750420,122,"188,467"
750423,122,"20,000"
750425,122,"20,000"
750427,122,"40,000"
750428,122,"186,187"
750430,122,"40,000"
750434,122,"200,000"
750435,122,"60,000"
750440,122,"20,000"
750442,122,"20,000"
750443,122,"231,237"
750444,122,"60,000"
750448,122,"162,200"
750449,122,"181,807"
750450,122,"31,710"
750452,122,"194,587"
750453,122,"194,587"
750454,122,"200,269"
750455,122,"194,587"
750456,122,"247,111"
750458,122,"40,000"
750463,122,"237,310"
750464,122,"202,292"
750466,122,"194,587"
750467,122,"200,269"
750468,122,"190,026"
750470,122,"70,000"
750471,122,"194,587"
750472,122,"200,269"
750473,122,"68,700"
750474,122,"194,587"
750475,122,"200,269"
750476,122,"194,587"
750479,122,"50,000"
750480,122,"174,600"
750481,122,"194,587"
750482,122,"200,269"
750483,122,"85,000"
750485,122,"194,587"
750487,122,"258,236"
750490,122,"187,477"
750491,122,"50,000"
750492,122,"187,587"
750493,122,"60,300"
750494,122,"194,587"
750495,122,"20,000"
750496,122,"183,100"
750500,122,"202,292"
750503,122,"200,269"
750505,122,"155,000"
750506,122,"50,000"
750507,122,"194,587"
750509,122,"70,000"
750510,122,"30,000"
750512,122,"274,437"
750513,122,"29,700"
750514,122,"156,267"
750515,122,"194,587"
750518,122,"50,000"
750519,122,"20,000"
750522,122,"20,000"
750525,122,"245,278"
750529,122,"129,167"
750530,122,"20,000"
750532,122,"200,269"
750533,122,"20,000"
750535,122,"187,587"
750536,122,"193,261"
750538,122,"187,587"
750542,122,"200,269"
750543,122,"194,587"
750547,122,"202,292"
750548,122,"173,056"
750549,122,"194,149"
750551,122,"188,807"
750630,122,"264,635"
750632,122,"194,500"
750633,122,"50,000"
750634,122,"239,899"
750638,122,"200,269"
750639,122,"242,962"
750647,122,"215,145"
750648,122,"231,060"
750650,122,"139,395"
750660,122,"194,587"
750666,122,"194,587"
750668,122,"50,000"
750671,122,"56,700"
750675,122,"200,269"
750678,122,"162,213"
750682,122,"50,000"
750683,122,"200,269"
750685,122,"155,376"
750686,122,"20,000"
750688,122,"194,587"
750690,122,"194,587"
750691,122,"178,200"
750692,122,"194,587"
750696,122,"140,000"
750699,122,"187,587"
750700,122,"50,000"
750701,122,"40,000"
750703,122,"258,236"
750705,122,"50,000"
750706,122,"215,145"
750708,122,"40,000"
750710,122,"50,000"
750711,122,"194,587"
750719,122,"194,587"
750733,122,"109,800"
750735,122,"264,635"
750736,122,"20,000"
750739,122,"186,400"
750740,122,"85,000"
750746,122,"30,000"
750749,122,"80,000"
750750,122,"220,000"
750754,122,"202,292"
750755,122,"40,000"
750757,122,"100,000"
750758,122,"50,000"
750759,122,"116,556"
750761,122,"194,587"
750764,122,"200,269"
750766,122,"30,000"
750767,122,"187,600"
750771,122,"100,000"
750773,122,"194,587"
750774,122,"149,722"
750776,122,"50,000"
750778,122,"50,000"
750783,122,"193,793"
750784,122,"80,000"
750787,122,"100,000"
750788,122,"20,000"
750789,122,"50,000"
750792,122,"100,000"
750793,122,"50,000"
750794,122,"194,587"
750795,122,"173,029"
750796,122,"50,000"
750798,122,"20,000"
750804,122,"100,000"
750806,122,"20,000"
750807,122,"194,587"
750808,122,"194,587"
750810,122,"229,000"
750813,122,"208,427"
750814,122,"100,000"
750815,122,"202,292"
750816,122,"202,292"
750818,122,"50,000"
750819,122,"194,458"
750820,122,"187,000"
750824,122,"155,000"
750825,122,"80,000"
750827,122,"20,000"
750831,122,"177,083"
750832,122,"20,000"
750833,122,"172,850"
750838,122,"206,667"
750840,122,"208,427"
750843,122,"194,810"
750847,122,"20,000"
750851,122,"80,200"
750852,122,"50,000"
750855,122,"194,587"
750856,122,"194,587"
750857,122,"187,587"
750859,122,"50,000"
750862,122,"211,800"
750867,122,"194,582"
750870,122,"20,000"
750872,122,"200,268"
750873,122,"180,833"
750874,122,"100,000"
750875,122,"70,000"
750876,122,"50,000"
750878,122,"190,172"
750879,122,"187,733"
750880,122,"40,000"
750884,122,"194,587"
750887,122,"194,587"
750889,122,"193,269"
750891,122,"194,200"
750893,122,"50,000"
750894,122,"50,000"
750895,122,"175,300"
750896,122,"50,000"
750897,122,"202,292"
750902,122,"194,587"
750904,122,"50,000"
750905,122,"155,000"
750906,122,"187,000"
750907,122,"100,000"
750909,122,"200,269"
750912,122,"186,700"
750913,122,"194,587"
750914,122,"194,587"
750915,122,"194,587"
750917,122,"20,000"
750918,122,"54,587"
750919,122,"193,800"
750920,122,"194,587"
750922,122,"200,269"
750927,122,"193,002"
750928,122,"50,000"
750929,122,"20,000"
750930,122,"194,587"
750932,122,"264,635"
750934,122,"60,000"
750936,122,"202,292"
750938,122,"20,000"
750941,122,"194,587"
750943,122,"194,587"
750945,122,"50,000"
750946,122,"194,587"
751239,122,"274,436"
751240,122,"190,172"
751241,122,"80,000"
751242,122,"184,570"
751243,122,"188,807"
751244,122,"50,000"
751245,122,"193,002"
751246,122,"40,000"
751247,122,"194,200"
751248,122,"194,587"
751250,122,"20,000"
751251,122,"187,251"
751252,122,"194,587"
751253,122,"20,000"
751254,122,"188,807"
751255,122,"188,807"
751256,122,"187,393"
751257,122,"194,587"
751263,122,"70,000"
751264,122,"50,000"
751265,122,"100,000"
751266,122,"194,587"
751267,122,"194,587"
751272,122,"100,000"
751273,122,"194,587"
751274,122,"194,587"
751275,122,"194,587"
751277,122,"70,000"
751283,122,"194,587"
751288,122,"191,792"
751290,122,"49,400"
751291,122,"195,594"
751293,122,"86,319"
751294,122,"200,269"
751295,122,"200,269"
751296,122,"194,587"
751297,122,"200,269"
751298,122,"264,635"
751301,122,"123,300"
751304,122,"188,807"
751311,122,"20,000"
751314,122,"28,875"
751321,122,"193,333"
751322,122,"60,000"
751323,122,"193,269"
751326,122,"60,000"
751328,122,"255,400"
751332,122,"40,741"
751333,122,"194,587"
751334,122,"20,000"
751335,122,"172,222"
751338,122,"190,172"
751342,122,"169,565"
751344,122,"199,334"
751346,122,"194,587"
751348,122,"194,587"
751350,122,"194,587"
751351,122,"100,000"
751355,122,"198,590"
751356,122,"20,000"
751357,122,"194,200"
751358,122,"173,029"
751360,122,"20,000"
751362,122,"125,000"
751363,122,"20,000"
751364,122,"194,587"
751365,122,"194,587"
751366,122,"274,437"
751367,122,"194,587"
751369,122,"194,587"
751370,122,"20,000"
751373,122,"20,000"
751375,122,"185,824"
751376,122,"223,231"
751380,122,"200,269"
751381,122,"194,587"
751382,122,"195,864"
751383,122,"194,587"
751387,122,"190,172"
751389,122,"20,000"
751390,122,"20,000"
751391,122,"20,000"
751393,122,"187,502"
751394,122,"20,000"
751395,122,"181,200"
751398,122,"20,000"
751400,122,"202,292"
751401,122,"202,292"
751403,122,"60,000"
751404,122,"50,000"
751405,122,"191,565"
751408,122,"155,000"
751409,122,"193,002"
751411,122,"187,400"
751412,122,"89,470"
751413,122,"194,587"
751414,122,"181,932"
751415,122,"200,269"
751416,122,"194,587"
751417,122,"194,587"
751418,122,"50,000"
751419,122,"187,587"
751421,122,"20,000"
751424,122,"263,460"
751425,122,"50,000"
751426,122,"50,000"
751429,122,"202,600"
751431,122,"193,002"
751432,122,"194,587"
751434,122,"50,000"
